id|标题|年份|一句话|图片文件名(序号:名)
arc_underground_railroad|地下铁路北逃网络|1820|没有铁轨的地下铁路,靠暗号与藏身处把奴隶送过国界。|0:NO._D51_train_of_Wuhan_Metro_Line_4.jpg ;; 1:A_Exit_of_Xuzhoudao_Station_20220306.jpg ;; 2:Beijing_Subway_in_Construction_-_satellite_image_(1967-09-20).jpg
arc_chuang_guandong|闯关东|1860|华北饥民闯过山海关,把黑土地种成新粮仓。|0:Amur_Railway_-_construction_over_river_bolshaya_omutnaya.jpg ;; 1:Haolianghe_Town_-_aerial_-_P1040684.JPG
arc_japanese_brazil|日本移民巴西咖啡园|1908|笠户丸载着第一批移民抵达,巴西成了日本海外最大聚居地。|0:Affiche_émigration_JP_au_BR-déb._XXe_s..jpg ;; 1:Japanese_Brazilian_Miko_Curitiba_Paraná.jpg
arc_coldwar_braindrain|冷战火箭科学家西渡|1945|回形针行动把纳粹火箭工程师,变成登月计划的功臣。|0:Project_Paperclip_Team_at_Fort_Bliss.jpg ;; 1:Bundesarchiv_Bild_141-1880,_Peenemünde,_Start_einer_V2.jpg
arc_boat_people|越南船民潮|1975|西贡陷落后百万人搭船出逃,逼世界重写难民公约的细则。|0:35_Vietnamese_boat_people_2.JPEG
university|大学的诞生|1150|知识第一次拥有了自我复制的制度。|0:Meeting_of_doctors_at_the_university_of_Paris.jpg
globalization|全球化|1995|供应链、资本与人前所未有地跨境流动。|0:NanbanCarrack.jpg ;; 1:U.S._Trade_Balance_(1895–2015)_and_Trade_Policies.png ;; 2:World-airline-routemap-2009.png
sci_babylon_sexagesimal|六十进制记数法 · 巴比伦|-1800|一天24小时、一圈360度,四千年前的记账习惯至今卡在每只钟表里。|0:Babylonian_numerals.svg
art_olmec_head|奥尔梅克巨石头像|-900|奥尔梅克巨石头像把材料、技法与观看方式接在一起，留下超越时代的回声。|0:San_Lorenzo_Monument_4_crop.jpg
art_mesopotamia_relief|亚述宫殿浮雕|-865|亚述宫殿浮雕把材料、技法与观看方式接在一起，留下超越时代的回声。|0:Genien,_Nimrud_870_v._Chr._Aegyptisches_Museum,_Muenchen-4.jpg ;; 1:VAM_-_Assurnasirpal_II_Relief_3.jpg ;; 2:The_Assyrian_gallery_at_the_Iraq_Museum.jpg
art_roman_mosaic|古罗马镶嵌画|-100|古罗马镶嵌画把材料、技法与观看方式接在一起，留下超越时代的回声。|0:Pompeii_-_House_VIII,_2,_16_-_MAN_120177.jpg ;; 1:House_of_the_Neptune_Mosaic_(7254082844).jpg ;; 2:Pompeii_-_Cave_Canem_(4786638740).jpg
sci_torricelli|物理学 · 托里拆利气压实验|1643|把一根灌满水银的玻璃管倒扣进水银槽,他意外做出了第一个真空。|0:Evangelista_Torricelli_by_Lorenzo_Lippi_(circa_1647,_Galleria_Silvano_Lodi_&_Due).jpg
eco_silicon_valley_vc|风险投资 · 硅谷创新资本模式|1957|一群工程师集体出走单干,投资人赌的不是厂房存货,而是几个人脑子里的点子。|0:Aktien_1709.jpg ;; 1:Philippine-stock-market-board.jpg
ren_natufian|纳图夫人定居|-12000|先盖房子后种地,农业革命的顺序被这群人推翻。|0:NatufianSpread.svg
pol_israel_monarchy|大卫所罗门联合王国|-1000|十二支派拼成一个王国,统一的代价是后来的分裂。|0:Kingdom_of_Israel_1020_map_zh-hans.svg ;; 1:Kingdoms_of_Israel_and_Judah_map_830_zh.svg
pol_kush_meroe|库施 · 麦罗埃王国|-750|埃及衰落时,努比亚人反过来把法老的王冠戴上了自己的头。|0:Africa_in_400_BC.jpg
phi_mohism|墨家 · 兼爱非攻|-430|爱不分亲疏远近,战争没有正义可言——墨子给儒家的等级秩序找了个对手。|0:Old_Mohism_character.svg
phi_legalism|法家 · 韩非子|-235|不靠贤君靠制度,不讲仁义讲赏罚——治国从道德问题变成了工程问题。|0:It-法.svg
phi_mutazila|穆尔太齐赖 · 理性神学|800|古兰经是被造的还是永恒的?一场教义辩论逼出了理性主义。|0:Allah-green.svg
rel_druze|德鲁兹派|1017|信徒相信自己灵魂会立刻转世投胎——一个封闭到几乎不再接纳新信徒的宗教。|0:Druze_star.svg ;; 1:Abraxas_gem_scan.svg ;; 2:Flickr_-_Government_Press_Office_(GPO)_-_Nebi_Shueib_Festival.jpg
ren_druze|德鲁兹人封闭共同体|1017|教义一千年前就已封笔,信徒只能生不能选。|0:Druze_star.svg ;; 1:Abraxas_gem_scan.svg ;; 2:Flickr_-_Government_Press_Office_(GPO)_-_Nebi_Shueib_Festival.jpg
rel_east_west_schism|东西教会大分裂|1054|教皇特使把绝罚诏书拍在圣坛上——基督教从此分成了两个罗马。|0:Golden_Christian_Cross.svg
pol_qing_tribute|明清朝贡体系|1644|不派兵驻扎,靠磕头和赏赐维持一整圈的地区秩序。|0:Tianxia_zh-hans.svg
ren_boers|阿非利卡人的形成|1652|补给站待久了,荷兰人不再自称荷兰人。|0:Kruger_old_age.jpg ;; 1:Andries_Pretorius.jpg ;; 2:Louis_Botha.png
pol_utrecht_treaty|乌得勒支和约与均势原则|1713|战胜国主动放弃部分战果,只为不让任何一方独大。|0:The_Treaty_of_Utrecht_(clean).jpg ;; 1:Europe_c._1700.png ;; 2:Nouvelle-France_map-zh-hans.svg
rel_hasidism|哈西迪运动|1740|不必精通律法典籍,喜悦地跳舞唱歌就能亲近神——犹太教里的一场平民狂欢。|0:Star_of_David.svg
phi_kyoto_school|京都学派 · 绝对无|1911|把"无"当作比"有"更根本的场所,禅的体验穿上了西方哲学的外衣。|0:Kitaro_Nishidain_in_Feb._1943.jpg
ren_windrush|疾风世代|1948|英国请他们来重建家园,几十年后却怀疑他们的国籍。|0:HMT_Empire_Windrush_FL9448.jpg ;; 1:Rt_Hon_Theresa_May_MP,_Home_Secretary,_at_'The_Pioneers_Police_and_Crime_Commissioners,_one_year_on'_(10725847516).jpg
phi_feminist_theory_beauvoir|波伏娃 ·《第二性》|1949|女人不是天生的,是被后天一步步塑造成的。|0:Feminist_philosophy.svg
pol_oau_founding|非洲统一组织成立|1963|独立不是终点,新生的非洲国家决定先把边界问题锁进抽屉。|0:Flag_of_the_Organization_of_African_Unity_(1970–2002);_Flag_of_the_African_Union_(2004–2010).svg
pol_eu_maastricht|欧盟正式成立|1993|十二个国家签字,把共同市场升级成了半个国家。|0:EU-candidate_countries_map.svg
phi_ubuntu|乌班图 · 我在故我们在|1999|一个人之所以成为人,是因为有其他人——自我从不是孤零零地存在。|0:Experience_ubuntu.ogv
eco_southern_whaling|南大洋捕鲸业|1904|南极的第一桶金是鲸油,半个世纪捕走的鲸以百万头计。|0:Whaling_harpoon.jpg ;; 1:Stralsund_Meeresmuseum.jpg ;; 2:Whaling.png
sci_pole_race|极点竞赛 · 阿蒙森与斯科特|1911|一个月之差:一队靠雪橇犬凯旋,一队在归途全员冻毙。|0:Amundsen_in_fur_skins.jpg ;; 1:Antarctic_expedition_map_(Amundsen_-_Scott)-zh-hans.svg ;; 2:Amundsenboy.jpg
ren_catalhoyuk|加泰土丘|-7100|九千年前的城市没有街道,人从屋顶进门,与祖先同住地板下。|0:Çatalhöyük_with_surroundings..jpg ;; 1:Catal_Hüyük_Restauration_B.JPG ;; 2:CatalHoyukSouthArea.JPG
crusade_a|十字军东征|1096|以信仰之名的军事远征,意外重启了东西交流。|0:SiegeofAntioch.jpeg ;; 1:Golden_Christian_Cross.svg ;; 2:Carte_des_croisades_avec_participation_des_Français.png
plague_a|黑死病|1347|三分之一欧洲人死去,动摇农奴制,间接催生近代。|0:Blackdeath2.gif ;; 1:Blackdeath2.gif ;; 2:Yersinia_pestis_fluorescent.jpeg
zhenghe_a|郑和下西洋|1405|巨舰远航东非,然后戛然而止——一个没走下去的可能。|0:ZhengHeShips.gif
arc_sogdian_trade|粟特商队东西网|200|不建帝国只建商站,粟特人把丝路经营成一门家族生意。|0:Afrasiab_-_details_from_The_Ambassadors'_Painting.JPG ;; 1:Sogdian_New_Year_Festival,_Northern_Qi.jpg ;; 2:SogdianCoin6thCentury.JPG
arc_trans_saharan|跨撒哈拉金盐路|700|黄金与食盐按等重交换,撑起西非帝国的财富与信仰。|0:Great_Mosque_of_Djenné_1.jpg ;; 1:Niger_saharan_medieval_trade_routes.PNG
arc_irish_famine|爱尔兰大饥荒移民|1845|土豆枯萎的十年,让爱尔兰失去四分之一人口给新大陆。|0:Skibbereen_by_James_Mahony,_1847.JPG ;; 1:Suggested_paths_of_migration_and_diversification_of_P._infestans_lineages_HERB-1_and_US-1.jpg ;; 2:An_Irish_Peasant_Family_Discovering_the_Blight_of_their_Store_by_Daniel_MacDonald.jpg
arc_tea_transfer|茶树技术移植印度|1848|苏格兰植物学家乔装偷师,武夷茶种和茶工都到了阿萨姆。|0:RobertFortune.gif
freud|精神分析 · 弗洛伊德|1900|把"潜意识"带进现代人的自我认知。|0:Structural-Iceberg-zh.svg
eco_nixon_shock|尼克松冲击 · 美元与黄金脱钩|1971|一句电视讲话,美元说不换金子就不换了,固定汇率的时代一夜结束。|0:Nixon_30-0316a.jpg
ren_denisovan|丹尼索瓦人混血|-40000|一节指骨牵出人类家谱里被遗忘的第三支旁系。|0:Fossil_of_Mandible_of_Penghu_1.JPG ;; 1:Denisova_Phalanx_distalis.jpg ;; 2:Denisova_Molar.jpg
ren_han|汉人认同的形成|-206|战国七雄打出一堆敌对身份,一个朝代的名字却把大家焊在了一起。|0:Portraits_of_Famous_Men_-_Yellow_Emperor_(Huangdi).jpg ;; 1:Xu_Jetian_-_Shennong.jpg ;; 2:Portraits_of_Famous_Men_-_Da_Yu.jpg
rel_daoist_religion|五斗米道|142|交五斗米入教,病由写忏悔书治——道家哲学第一次长出教团组织。|0:Pakua_with_frame.svg
phi_leibniz|莱布尼茨 · 单子论|1714|宇宙由无数彼此不开窗的单子构成,却被预先设定得完美同步。|0:Leibniz_Monadology_2.jpg
phi_analytic_frege_russell|分析哲学 · 弗雷格的概念文字|1879|把逻辑推理彻底符号化,数学的真假第一次能像算术一样被验算。|0:Philbar_4.png
ren_pied_noir|阿尔及利亚黑脚移民|1962|在殖民地扎根三代,独立那年却成了法国的陌生人。|0:AlainChabat2006.jpg ;; 1:Albert_Camus,_gagnant_de_prix_Nobel,_portrait_en_buste,_posé_au_bureau,_faisant_face_à_gauche,_cigarette_de_tabagisme.jpg ;; 2:Claudia_Cardinale-signed.jpg
arc_jewish_diaspora|犹太人大流散|70|圣殿两度被毁,一个民族学会带着经典而非国土生存。|0:Arch_of_Titus_Menorah.png ;; 1:Welcome_to_the_land_of_freedom_51996u.jpg ;; 2:1182_french_expulsion_of_jews.jpg
phi_boethius|波爱修斯 · 哲学的慰藉|524|被冤下狱等死之际,他跟"哲学女神"聊了一整本书的命运与自由。|0:Boethius,_Consolatio_philosophiae_(French).jpg
relativity|相对论与量子力学|1905|时空可弯、能量成块,经典世界观崩塌。|0:BBH_gravitational_lensing_of_gw150914.webm
scholastic|经院哲学 · 阿奎那|1265|用亚里士多德重装神学,理性与信仰第一次正式握手。|0:Laurentius_de_Voltolina_Vorlesung_vor_Studenten_-_Min_1233_-_Kupferstichkabinett_Berlin.jpg
pol_rwanda_tribunal|卢旺达问题国际法庭|1994|联合国第一次为种族灭绝罪单独设了一个法庭。|0:Plaque_of_International_Criminal_Tribunal_for_Rwanda-ICTR_-_Kimironko_District_-_Kigali_-_Rwanda_(cropped).jpg
eco_sogdian_network|粟特商团 · 欧亚信用网络|600|没有统一国家护航,靠亲族信用和契约,粟特商人把中亚变成欧亚中转柜台。|0:Map_of_Sogdia.png
phi_mingjia|名家 · 白马非马|-300|白马算不算马?公孙龙用一句诡辩,逼人认真区分概念与个别事物。|0:Birth_Places_of_Chinese_Philosophers.png
arc_india_silicon_valley|印度赴硅谷科技人才流|1990|H-1B签证输出的工程师,一部分带着资本和人脉飞回班加罗尔。|0:Figure_2-_Process_of_Obtaining_an_H-1B_Visa_(5405276752).jpg
eco_wall_street_origin|华尔街 · 梧桐树协议|1792|二十四人在一棵梧桐树下签约定佣金,华尔街的规矩比大楼早了一百年。|0:Buttonwood.png
phi_quine|蒯因 · 经验论的两个教条|1951|分析命题与综合命题分不清界限,哲学与科学之间也没那么泾渭分明。|0:Logical_positivists_collage_free.png
eco_daric_persia|大流克金币 · 波斯王室铸币|-515|只有国王能铸金币,行省却能铸银币,帝国把货币分成了两个等级。|0:Achaemenid_coin_daric_420BC_front.jpg
ren_maroon|马龙人自治社群|1605|逃出种植园的奴隶,在雨林深处建起了另一个国家。|0:Leonard_Parkinson,_Maroon_Leader,_Jamaica,_1796.jpg
eco_john_law_mississippi|密西西比公司 · 约翰·劳的纸币实验|1716|一个逃亡的苏格兰赌徒说服法国用纸币替代金银,结果泡沫破得比郁金香还快。|0:Armoiries_de_la_Compagnie_des_Indes_Orientales.jpg
phi_zera_yacob|扎拉·雅各布 · 埃塞俄比亚理性|1667|逃进山洞躲避宗教迫害,他想明白了该用理性检验一切启示。|0:Zara_Yaqob.jpg
thales|自然哲学 · 米利都|-600|第一次不靠神话、而用"本原"解释世界——科学的胚胎。|0:Western_Asia_Minor_Greek_Colonization.svg
arc_afghan_refugees|阿富汗难民潮|1979|苏军入境的十年,把数百万阿富汗人推过一条殖民划定的边界。|0:Map_of_Afghanese_refugees_following_the_Soviet_invasion.png
eco_aztec_market|特拉特洛尔科市场 · 阿兹特克商业|1450|西班牙人第一次见到这座湖上市场时,难以相信新大陆的集市比塞维利亚还大。|0:Gran_Piramide_desde_arriba_-_panoramio.jpg
phi_neoplatonism|新柏拉图主义 · 普罗提诺|250|万物从"太一"流溢而出,像光从源头向外扩散,又终将逆流归一。|0:Roman_sarcophagus_of_a_reader_identified_to_Plotinus_and_disciples.jpg
